"","UGT71C5_pwg","UGT71C5_t.statistic","UGT71C4_pwg","UGT71C4_t.statistic","UGT71C3_pwg","UGT71C3_t.statistic","AT1G50580_pwg","AT1G50580_t.statistic","AT1G64910_pwg","AT1G64910_t.statistic","AT1G64920_pwg","AT1G64920_t.statistic","AT2G18560_pwg","AT2G18560_t.statistic","AT2G18570_pwg","AT2G18570_t.statistic","AT2G22590_pwg","AT2G22590_t.statistic","AT2G22930_pwg","AT2G22930_t.statistic","MAX1_pwg","MAX1_t.statistic","AT2G29710_pwg","AT2G29710_t.statistic","UGT71D1_pwg","UGT71D1_t.statistic","UGT71C2_pwg","UGT71C2_t.statistic","UGT71C1_pwg","UGT71C1_t.statistic","AT2G38240_pwg","AT2G38240_t.statistic","AT2G38240_pwg","AT2G38240_t.statistic","AT3G11180_pwg","AT3G11180_t.statistic","UGT71B1_pwg","UGT71B1_t.statistic","HYR1_pwg","HYR1_t.statistic","UGT71B6_pwg","UGT71B6_t.statistic","AT3G21790_pwg","AT3G21790_t.statistic","UGT71B8_pwg","UGT71B8_t.statistic","AT3G29630_pwg","AT3G29630_t.statistic","UGT72E1_pwg","UGT72E1_t.statistic","TT6_pwg","TT6_t.statistic","TT5_pwg","TT5_t.statistic","JRG21_pwg","JRG21_t.statistic","AT4G09500_pwg","AT4G09500_t.statistic","AT4G15260_pwg","AT4G15260_t.statistic","AT4G16330_pwg","AT4G16330_t.statistic","AT4G22870_pwg","AT4G22870_t.statistic","TT18_pwg","TT18_t.statistic","AT4G27560_pwg","AT4G27560_t.statistic","AT4G27570_pwg","AT4G27570_t.statistic","AT4G36770_pwg","AT4G36770_t.statistic","AT5G05600_pwg","AT5G05600_t.statistic","FLS1_pwg","FLS1_t.statistic","AT5G12270_pwg","AT5G12270_t.statistic","TT4_pwg","TT4_t.statistic","UGT78D3_pwg","UGT78D3_t.statistic","AT5G17040_pwg","AT5G17040_t.statistic","UGT78D2_pwg","UGT78D2_t.statistic","UGT72E3_pwg","UGT72E3_t.statistic","TT3_pwg","TT3_t.statistic","AT5G49690_pwg","AT5G49690_t.statistic","AT5G53990_pwg","AT5G53990_t.statistic","AT5G54010_pwg","AT5G54010_t.statistic","UF3GT_pwg","UF3GT_t.statistic","AT5G65550_pwg","AT5G65550_t.statistic","UGT72E2_pwg","UGT72E2_t.statistic"
"ING1","ING1",0,"MYB305",0,"MYB305",0,"TMO5",0,"AT3G25790",0,"TMO5",0,"MBF1C",0,"MBF1C",0,"AT3G25990",0,"EDF3",0,"SIS10",0,"EDF3",0,"EDF3",0,"AT3G25790",0,"EDF3",0,"SIS10",0,"GATA1",0,"AT3G25790",0,"MYB305",0,"MYB305",0,"MBF1C",0,"MYB305",0,"AT3G25990",0,"TMO5",0,"GATA1",0,"MYB305",0,"AT3G24490",0,"EDF3",0,"MBF1C",0,"MBF1C",0,"AT3G24120",0,"SIS10",0,"SIS10",0,"SIS10",0,"SIS10",0,"TMO5",0,"AT3G24490",0,"AT3G24120",0,"CRF11",0,"AT3G24120",0,"EDF3",0,"AT3G25790",0,"MYB305",0,"EDF3",0,"SIS10",0,"CRF11",0,"AT3G25990",0,"CRF11",0,"SIS10",0,"CRF11",0,"EDF3",0
"GATA1","GATA1",0,"AT3G24490",0,"AT3G24490",0,"EDF3",0,"CRF11",0,"EDF3",0,"HSFC1",0,"HSFC1",0,"LBD23",0,"AT3G25790",0,"TMO5",0,"AT3G25790",0,"AT3G25790",0,"CRF11",0,"AT3G25790",0,"TMO5",0,"AT3G24120",0,"CRF11",0,"AT3G24490",0,"AT3G24490",0,"HSFC1",0,"AT3G24490",0,"LBD23",0,"EDF3",0,"AT3G24120",0,"AT3G24490",0,"MBF1C",0,"AT3G25790",0,"HSFC1",0,"HSFC1",0,"FMA",0,"TMO5",0,"TMO5",0,"TMO5",0,"TMO5",0,"EDF3",0,"MBF1C",0,"FMA",0,"AT3G25990",0,"FMA",0,"AT3G25790",0,"CRF11",0,"AT3G24490",0,"AT3G25790",0,"TMO5",0,"AT3G25990",0,"LBD23",0,"AT3G25990",0,"TMO5",0,"AT3G25990",0,"AT3G25790",0
"AT3G24120","AT3G24120",0,"MBF1C",0,"MBF1C",0,"AT3G25790",0,"AT3G25990",0,"AT3G25790",0,"SIS10",0,"SIS10",0,"SCRM",0,"CRF11",0,"EDF3",0,"CRF11",0,"CRF11",0,"AT3G25990",0,"CRF11",0,"EDF3",0,"FMA",0,"AT3G25990",0,"MBF1C",0,"MBF1C",0,"SIS10",0,"MBF1C",0,"SCRM",0,"AT3G25790",0,"FMA",0,"MBF1C",0,"HSFC1",0,"CRF11",0,"SIS10",0,"SIS10",0,"MYB305",0,"EDF3",0,"EDF3",0,"EDF3",0,"EDF3",0,"AT3G25790",0,"HSFC1",0,"MYB305",0,"LBD23",0,"MYB305",0,"CRF11",0,"AT3G25990",0,"MBF1C",0,"CRF11",0,"EDF3",0,"LBD23",0,"SCRM",0,"LBD23",0,"EDF3",0,"LBD23",0,"CRF11",0
"FMA","FMA",0,"HSFC1",0,"HSFC1",0,"CRF11",0,"LBD23",0,"CRF11",0,"TMO5",0,"TMO5",0,"FUS3",0,"AT3G25990",0,"AT3G25790",0,"AT3G25990",0,"AT3G25990",0,"LBD23",0,"AT3G25990",0,"AT3G25790",0,"MYB305",0,"LBD23",0,"HSFC1",0,"HSFC1",0,"TMO5",0,"HSFC1",0,"FUS3",0,"CRF11",0,"MYB305",0,"HSFC1",0,"SIS10",0,"AT3G25990",0,"TMO5",0,"TMO5",0,"AT3G24490",0,"AT3G25790",0,"AT3G25790",0,"AT3G25790",0,"AT3G25790",0,"CRF11",0,"SIS10",0,"AT3G24490",0,"SCRM",0,"AT3G24490",0,"AT3G25990",0,"LBD23",0,"HSFC1",0,"AT3G25990",0,"AT3G25790",0,"SCRM",0,"FUS3",0,"SCRM",0,"AT3G25790",0,"SCRM",0,"AT3G25990",0
"MYB305","MYB305",0,"SIS10",0,"SIS10",0,"AT3G25990",0,"SCRM",0,"AT3G25990",0,"EDF3",0,"EDF3",0,"TCP20",0,"LBD23",0,"CRF11",0,"LBD23",0,"LBD23",0,"SCRM",0,"LBD23",0,"CRF11",0,"AT3G24490",0,"SCRM",0,"SIS10",0,"SIS10",0,"EDF3",0,"SIS10",0,"TCP20",0,"AT3G25990",0,"AT3G24490",0,"SIS10",0,"TMO5",0,"LBD23",0,"EDF3",0,"EDF3",0,"MBF1C",0,"CRF11",0,"CRF11",0,"CRF11",0,"CRF11",0,"AT3G25990",0,"TMO5",0,"MBF1C",0,"FUS3",0,"MBF1C",0,"LBD23",0,"SCRM",0,"SIS10",0,"LBD23",0,"CRF11",0,"FUS3",0,"TCP20",0,"FUS3",0,"CRF11",0,"FUS3",0,"LBD23",0
"AT3G24490","AT3G24490",0,"TMO5",0,"TMO5",0,"LBD23",0,"FUS3",0,"LBD23",0,"AT3G25790",0,"AT3G25790",0,"LBD25",0,"SCRM",0,"AT3G25990",0,"SCRM",0,"SCRM",0,"FUS3",0,"SCRM",0,"AT3G25990",0,"MBF1C",0,"FUS3",0,"TMO5",0,"TMO5",0,"AT3G25790",0,"TMO5",0,"LBD25",0,"LBD23",0,"MBF1C",0,"TMO5",0,"EDF3",0,"SCRM",0,"AT3G25790",0,"AT3G25790",0,"HSFC1",0,"AT3G25990",0,"AT3G25990",0,"AT3G25990",0,"AT3G25990",0,"LBD23",0,"EDF3",0,"HSFC1",0,"TCP20",0,"HSFC1",0,"SCRM",0,"FUS3",0,"TMO5",0,"SCRM",0,"AT3G25990",0,"TCP20",0,"LBD25",0,"TCP20",0,"AT3G25990",0,"TCP20",0,"SCRM",0
"MBF1C","MBF1C",0,"EDF3",0,"EDF3",0,"SCRM",0,"TCP20",0,"SCRM",0,"CRF11",0,"CRF11",0,"PGA37",0,"FUS3",0,"LBD23",0,"FUS3",0,"FUS3",0,"TCP20",0,"FUS3",0,"LBD23",0,"HSFC1",0,"TCP20",0,"EDF3",0,"EDF3",0,"CRF11",0,"EDF3",0,"PGA37",0,"SCRM",0,"HSFC1",0,"EDF3",0,"AT3G25790",0,"FUS3",0,"CRF11",0,"CRF11",0,"SIS10",0,"LBD23",0,"LBD23",0,"LBD23",0,"LBD23",0,"SCRM",0,"AT3G25790",0,"SIS10",0,"LBD25",0,"SIS10",0,"FUS3",0,"TCP20",0,"EDF3",0,"FUS3",0,"LBD23",0,"LBD25",0,"PGA37",0,"LBD25",0,"LBD23",0,"LBD25",0,"FUS3",0
"HSFC1","HSFC1",0,"AT3G25790",0,"AT3G25790",0,"FUS3",0,"LBD25",0,"FUS3",0,"AT3G25990",0,"AT3G25990",0,"MYB21",0,"TCP20",0,"SCRM",0,"TCP20",0,"TCP20",0,"LBD25",0,"TCP20",0,"SCRM",0,"SIS10",0,"LBD25",0,"AT3G25790",0,"AT3G25790",0,"AT3G25990",0,"AT3G25790",0,"MYB21",0,"FUS3",0,"SIS10",0,"AT3G25790",0,"CRF11",0,"TCP20",0,"AT3G25990",0,"AT3G25990",0,"TMO5",0,"SCRM",0,"SCRM",0,"SCRM",0,"SCRM",0,"FUS3",0,"CRF11",0,"TMO5",0,"PGA37",0,"TMO5",0,"TCP20",0,"LBD25",0,"AT3G25790",0,"TCP20",0,"SCRM",0,"PGA37",0,"MYB21",0,"PGA37",0,"SCRM",0,"PGA37",0,"TCP20",0
"SIS10","SIS10",0,"CRF11",0,"CRF11",0,"TCP20",0,"PGA37",0,"TCP20",0,"LBD23",0,"LBD23",0,"MYB0",0,"LBD25",0,"FUS3",0,"LBD25",0,"LBD25",0,"PGA37",0,"LBD25",0,"FUS3",0,"TMO5",0,"PGA37",0,"CRF11",0,"CRF11",0,"LBD23",0,"CRF11",0,"MYB0",0,"TCP20",0,"TMO5",0,"CRF11",0,"AT3G25990",0,"LBD25",0,"LBD23",0,"LBD23",0,"EDF3",0,"FUS3",0,"FUS3",0,"FUS3",0,"FUS3",0,"TCP20",0,"AT3G25990",0,"EDF3",0,"MYB21",0,"EDF3",0,"LBD25",0,"PGA37",0,"CRF11",0,"LBD25",0,"FUS3",0,"MYB21",0,"MYB0",0,"MYB21",0,"FUS3",0,"MYB21",0,"LBD25",0
"TMO5","TMO5",0,"AT3G25990",0,"AT3G25990",0,"LBD25",0,"MYB21",0,"LBD25",0,"SCRM",0,"SCRM",0,"TDF1",0,"PGA37",0,"TCP20",0,"PGA37",0,"PGA37",0,"MYB21",0,"PGA37",0,"TCP20",0,"EDF3",0,"MYB21",0,"AT3G25990",0,"AT3G25990",0,"SCRM",0,"AT3G25990",0,"TDF1",0,"LBD25",0,"EDF3",0,"AT3G25990",0,"LBD23",0,"PGA37",0,"SCRM",0,"SCRM",0,"AT3G25790",0,"TCP20",0,"TCP20",0,"TCP20",0,"TCP20",0,"LBD25",0,"LBD23",0,"AT3G25790",0,"MYB0",0,"AT3G25790",0,"PGA37",0,"MYB21",0,"AT3G25990",0,"PGA37",0,"TCP20",0,"MYB0",0,"TDF1",0,"MYB0",0,"TCP20",0,"MYB0",0,"PGA37",0
"EDF3","EDF3",0,"LBD23",0,"LBD23",0,"PGA37",0,"MYB0",0,"PGA37",0,"FUS3",0,"FUS3",0,"SSRP1",0,"MYB21",0,"LBD25",0,"MYB21",0,"MYB21",0,"MYB0",0,"MYB21",0,"LBD25",0,"AT3G25790",0,"MYB0",0,"LBD23",0,"LBD23",0,"FUS3",0,"LBD23",0,"SSRP1",0,"PGA37",0,"AT3G25790",0,"LBD23",0,"SCRM",0,"MYB21",0,"FUS3",0,"FUS3",0,"CRF11",0,"LBD25",0,"LBD25",0,"LBD25",0,"LBD25",0,"PGA37",0,"SCRM",0,"CRF11",0,"TDF1",0,"CRF11",0,"MYB21",0,"MYB0",0,"LBD23",0,"MYB21",0,"LBD25",0,"TDF1",0,"SSRP1",0,"TDF1",0,"LBD25",0,"TDF1",0,"MYB21",0
"AT3G25790","AT3G25790",0,"SCRM",0,"SCRM",0,"MYB21",0,"TDF1",0,"MYB21",0,"TCP20",0,"TCP20",0,"MYB30",0,"MYB0",0,"PGA37",0,"MYB0",0,"MYB0",0,"TDF1",0,"MYB0",0,"PGA37",0,"CRF11",0,"TDF1",0,"SCRM",0,"SCRM",0,"TCP20",0,"SCRM",0,"MYB30",0,"MYB21",0,"CRF11",0,"SCRM",0,"FUS3",0,"MYB0",0,"TCP20",0,"TCP20",0,"AT3G25990",0,"PGA37",0,"PGA37",0,"PGA37",0,"PGA37",0,"MYB21",0,"FUS3",0,"AT3G25990",0,"SSRP1",0,"AT3G25990",0,"MYB0",0,"TDF1",0,"SCRM",0,"TDF1",0,"PGA37",0,"SSRP1",0,"MYB30",0,"SSRP1",0,"PGA37",0,"SSRP1",0,"TDF1",0
"CRF11","CRF11",0,"FUS3",0,"FUS3",0,"MYB0",0,"SSRP1",0,"MYB0",0,"LBD25",0,"LBD25",0,"ZHD9",0,"TDF1",0,"MYB21",0,"TDF1",0,"TDF1",0,"SSRP1",0,"TDF1",0,"MYB21",0,"AT3G25990",0,"SSRP1",0,"FUS3",0,"FUS3",0,"LBD25",0,"FUS3",0,"ZHD9",0,"MYB0",0,"AT3G25990",0,"FUS3",0,"TCP20",0,"TDF1",0,"LBD25",0,"LBD25",0,"LBD23",0,"MYB21",0,"MYB21",0,"MYB21",0,"MYB21",0,"TDF1",0,"TCP20",0,"LBD23",0,"MYB30",0,"LBD23",0,"TDF1",0,"SSRP1",0,"FUS3",0,"SSRP1",0,"MYB21",0,"MYB30",0,"ZHD9",0,"MYB30",0,"MYB21",0,"MYB30",0,"SSRP1",0
"AT3G25990","AT3G25990",0,"TCP20",0,"TCP20",0,"TDF1",0,"MYB30",0,"TDF1",0,"PGA37",0,"PGA37",0,"MYB110",0,"SSRP1",0,"MYB0",0,"SSRP1",0,"SSRP1",0,"MYB30",0,"SSRP1",0,"TDF1",0,"LBD23",0,"MYB30",0,"TCP20",0,"TCP20",0,"PGA37",0,"TCP20",0,"MYB110",0,"TDF1",0,"LBD23",0,"TCP20",0,"LBD25",0,"SSRP1",0,"PGA37",0,"PGA37",0,"SCRM",0,"MYB0",0,"MYB0",0,"MYB0",0,"MYB0",0,"SSRP1",0,"LBD25",0,"SCRM",0,"ZHD9",0,"SCRM",0,"SSRP1",0,"MYB30",0,"TCP20",0,"MYB30",0,"MYB0",0,"ZHD9",0,"MYB110",0,"ZHD9",0,"TDF1",0,"ZHD9",0,"MYB30",0
"LBD23","LBD23",0,"LBD25",0,"LBD25",0,"SSRP1",0,"ZHD9",0,"SSRP1",0,"MYB21",0,"MYB21",0,"ORS1",0,"MYB30",0,"TDF1",0,"MYB30",0,"MYB30",0,"ZHD9",0,"MYB30",0,"SSRP1",0,"SCRM",0,"ZHD9",0,"LBD25",0,"LBD25",0,"MYB21",0,"LBD25",0,"ORS1",0,"SSRP1",0,"SCRM",0,"LBD25",0,"PGA37",0,"MYB30",0,"MYB21",0,"MYB21",0,"FUS3",0,"TDF1",0,"TDF1",0,"TDF1",0,"TDF1",0,"MYB30",0,"PGA37",0,"FUS3",0,"MYB110",0,"FUS3",0,"MYB30",0,"ZHD9",0,"LBD25",0,"ZHD9",0,"TDF1",0,"MYB110",0,"ORS1",0,"MYB110",0,"SSRP1",0,"MYB110",0,"ZHD9",0
"SCRM","SCRM",0,"PGA37",0,"PGA37",0,"MYB30",0,"MYB110",0,"MYB30",0,"TDF1",0,"TDF1",0,"MYB121",0,"ZHD9",0,"SSRP1",0,"ZHD9",0,"ZHD9",0,"MYB110",0,"ZHD9",0,"MYB30",0,"FUS3",0,"MYB110",0,"PGA37",0,"PGA37",0,"MYB0",0,"PGA37",0,"MYB121",0,"MYB30",0,"FUS3",0,"PGA37",0,"MYB21",0,"ZHD9",0,"MYB0",0,"MYB0",0,"TCP20",0,"SSRP1",0,"SSRP1",0,"SSRP1",0,"SSRP1",0,"ZHD9",0,"MYB21",0,"TCP20",0,"ORS1",0,"TCP20",0,"ZHD9",0,"MYB110",0,"PGA37",0,"MYB110",0,"SSRP1",0,"ORS1",0,"MYB121",0,"ORS1",0,"MYB30",0,"ORS1",0,"MYB110",0
"FUS3","FUS3",0,"MYB21",0,"MYB21",0,"ZHD9",0,"ORS1",0,"ZHD9",0,"SSRP1",0,"SSRP1",0,"AGL79",0,"MYB110",0,"MYB30",0,"MYB110",0,"MYB110",0,"ORS1",0,"MYB110",0,"ZHD9",0,"TCP20",0,"ORS1",0,"MYB21",0,"MYB21",0,"TDF1",0,"MYB21",0,"AGL79",0,"ZHD9",0,"TCP20",0,"MYB21",0,"MYB0",0,"MYB110",0,"TDF1",0,"TDF1",0,"LBD25",0,"MYB30",0,"MYB30",0,"MYB30",0,"MYB30",0,"MYB110",0,"TDF1",0,"LBD25",0,"MYB121",0,"LBD25",0,"MYB110",0,"ORS1",0,"MYB21",0,"ORS1",0,"MYB30",0,"MYB121",0,"AGL79",0,"MYB121",0,"ZHD9",0,"MYB121",0,"ORS1",0
"TCP20","TCP20",0,"TDF1",0,"TDF1",0,"MYB110",0,"MYB121",0,"MYB110",0,"MYB30",0,"MYB30",0,"bZIP42",0,"ORS1",0,"ZHD9",0,"ORS1",0,"ORS1",0,"MYB121",0,"ORS1",0,"MYB110",0,"LBD25",0,"MYB121",0,"TDF1",0,"TDF1",0,"SSRP1",0,"TDF1",0,"bZIP42",0,"MYB110",0,"LBD25",0,"TDF1",0,"TDF1",0,"ORS1",0,"SSRP1",0,"SSRP1",0,"PGA37",0,"ZHD9",0,"ZHD9",0,"ZHD9",0,"ZHD9",0,"ORS1",0,"SSRP1",0,"PGA37",0,"AGL79",0,"PGA37",0,"ORS1",0,"MYB121",0,"TDF1",0,"MYB121",0,"ZHD9",0,"AGL79",0,"bZIP42",0,"AGL79",0,"MYB110",0,"AGL79",0,"MYB121",0
"LBD25","LBD25",0,"SSRP1",0,"SSRP1",0,"ORS1",0,"AGL79",0,"ORS1",0,"ZHD9",0,"ZHD9",0,"AL3",0,"MYB121",0,"MYB110",0,"MYB121",0,"MYB121",0,"AGL79",0,"MYB121",0,"ORS1",0,"PGA37",0,"AGL79",0,"SSRP1",0,"SSRP1",0,"MYB30",0,"SSRP1",0,"AL3",0,"ORS1",0,"PGA37",0,"SSRP1",0,"SSRP1",0,"MYB121",0,"MYB30",0,"MYB30",0,"MYB21",0,"MYB110",0,"MYB110",0,"MYB110",0,"MYB110",0,"MYB121",0,"MYB30",0,"MYB21",0,"bZIP42",0,"MYB21",0,"MYB121",0,"AGL79",0,"SSRP1",0,"AGL79",0,"MYB110",0,"bZIP42",0,"AL3",0,"bZIP42",0,"ORS1",0,"bZIP42",0,"AGL79",0
"PGA37","PGA37",0,"MYB30",0,"MYB30",0,"MYB121",0,"bZIP42",0,"MYB121",0,"MYB110",0,"MYB110",0,"AT3G43240",0,"AGL79",0,"ORS1",0,"AGL79",0,"AGL79",0,"bZIP42",0,"AGL79",0,"MYB121",0,"MYB21",0,"bZIP42",0,"MYB30",0,"MYB30",0,"ZHD9",0,"MYB30",0,"AT3G43240",0,"MYB121",0,"MYB21",0,"MYB30",0,"MYB30",0,"AGL79",0,"ZHD9",0,"ZHD9",0,"TDF1",0,"ORS1",0,"ORS1",0,"ORS1",0,"ORS1",0,"AGL79",0,"ZHD9",0,"MYB0",0,"AL3",0,"TDF1",0,"AGL79",0,"bZIP42",0,"MYB30",0,"bZIP42",0,"ORS1",0,"AL3",0,"AT3G43240",0,"AL3",0,"MYB121",0,"AL3",0,"bZIP42",0
"MYB21","MYB21",0,"ZHD9",0,"ZHD9",0,"AGL79",0,"AL3",0,"AGL79",0,"ORS1",0,"ORS1",0,"NAC061",0,"bZIP42",0,"MYB121",0,"bZIP42",0,"bZIP42",0,"AL3",0,"bZIP42",0,"AGL79",0,"TDF1",0,"AL3",0,"ZHD9",0,"ZHD9",0,"MYB110",0,"ZHD9",0,"NAC061",0,"AGL79",0,"TDF1",0,"ZHD9",0,"ZHD9",0,"bZIP42",0,"MYB110",0,"MYB110",0,"SSRP1",0,"MYB121",0,"MYB121",0,"MYB121",0,"MYB121",0,"bZIP42",0,"MYB110",0,"TDF1",0,"AT3G43240",0,"SSRP1",0,"bZIP42",0,"AL3",0,"ZHD9",0,"AL3",0,"MYB121",0,"AT3G43240",0,"NAC061",0,"AT3G43240",0,"AGL79",0,"AT3G43240",0,"AL3",0
"TDF1","TDF1",0,"MYB110",0,"MYB110",0,"bZIP42",0,"AT3G43240",0,"bZIP42",0,"MYB121",0,"MYB121",0,"DPBF2",0,"AL3",0,"AGL79",0,"AL3",0,"AL3",0,"AT3G43240",0,"AL3",0,"bZIP42",0,"SSRP1",0,"AT3G43240",0,"MYB110",0,"MYB110",0,"ORS1",0,"MYB110",0,"DPBF2",0,"bZIP42",0,"SSRP1",0,"MYB110",0,"MYB110",0,"AL3",0,"ORS1",0,"ORS1",0,"MYB30",0,"AGL79",0,"AGL79",0,"AGL79",0,"AGL79",0,"AL3",0,"ORS1",0,"SSRP1",0,"NAC061",0,"MYB30",0,"AL3",0,"AT3G43240",0,"MYB110",0,"AT3G43240",0,"AGL79",0,"NAC061",0,"DPBF2",0,"NAC061",0,"bZIP42",0,"NAC061",0,"AT3G43240",0
"SSRP1","SSRP1",0,"ORS1",0,"ORS1",0,"AL3",0,"NAC061",0,"AL3",0,"AGL79",0,"AGL79",0,"HDT1",0,"AT3G43240",0,"bZIP42",0,"AT3G43240",0,"AT3G43240",0,"NAC061",0,"AT3G43240",0,"AL3",0,"MYB30",0,"NAC061",0,"ORS1",0,"ORS1",0,"MYB121",0,"ORS1",0,"HDT1",0,"AL3",0,"MYB30",0,"ORS1",0,"ORS1",0,"AT3G43240",0,"MYB121",0,"MYB121",0,"ZHD9",0,"bZIP42",0,"bZIP42",0,"bZIP42",0,"bZIP42",0,"AT3G43240",0,"MYB121",0,"MYB30",0,"DPBF2",0,"ZHD9",0,"AT3G43240",0,"NAC061",0,"ORS1",0,"NAC061",0,"bZIP42",0,"DPBF2",0,"HDT1",0,"DPBF2",0,"AL3",0,"DPBF2",0,"NAC061",0
"MYB30","MYB30",0,"MYB121",0,"MYB121",0,"AT3G43240",0,"DPBF2",0,"AT3G43240",0,"bZIP42",0,"bZIP42",0,"AT3G45260",0,"NAC061",0,"AL3",0,"NAC061",0,"NAC061",0,"DPBF2",0,"NAC061",0,"AT3G43240",0,"ZHD9",0,"DPBF2",0,"MYB121",0,"MYB121",0,"AGL79",0,"MYB121",0,"AT3G45260",0,"AT3G43240",0,"ZHD9",0,"MYB121",0,"MYB121",0,"NAC061",0,"AGL79",0,"AGL79",0,"MYB110",0,"AL3",0,"AL3",0,"AL3",0,"AL3",0,"NAC061",0,"AGL79",0,"ZHD9",0,"HDT1",0,"MYB110",0,"NAC061",0,"DPBF2",0,"MYB121",0,"DPBF2",0,"AL3",0,"HDT1",0,"AT3G45260",0,"HDT1",0,"AT3G43240",0,"HDT1",0,"DPBF2",0
"ZHD9","ZHD9",0,"AGL79",0,"AGL79",0,"NAC061",0,"HDT1",0,"NAC061",0,"AL3",0,"AL3",0,"DOF6",0,"DPBF2",0,"AT3G43240",0,"DPBF2",0,"DPBF2",0,"HDT1",0,"DPBF2",0,"NAC061",0,"MYB110",0,"HDT1",0,"AGL79",0,"AGL79",0,"bZIP42",0,"AGL79",0,"DOF6",0,"NAC061",0,"MYB110",0,"AGL79",0,"AGL79",0,"DPBF2",0,"bZIP42",0,"bZIP42",0,"ORS1",0,"AT3G43240",0,"AT3G43240",0,"AT3G43240",0,"AT3G43240",0,"DPBF2",0,"bZIP42",0,"MYB110",0,"AT3G45260",0,"ORS1",0,"DPBF2",0,"HDT1",0,"AGL79",0,"HDT1",0,"AT3G43240",0,"AT3G45260",0,"DOF6",0,"AT3G45260",0,"NAC061",0,"AT3G45260",0,"HDT1",0
"MYB110","MYB110",0,"bZIP42",0,"bZIP42",0,"DPBF2",0,"AT3G45260",0,"DPBF2",0,"AT3G43240",0,"AT3G43240",0,"AT3G46070",0,"HDT1",0,"NAC061",0,"HDT1",0,"HDT1",0,"AT3G45260",0,"HDT1",0,"DPBF2",0,"ORS1",0,"AT3G45260",0,"bZIP42",0,"bZIP42",0,"AL3",0,"bZIP42",0,"AT3G46070",0,"DPBF2",0,"ORS1",0,"bZIP42",0,"bZIP42",0,"HDT1",0,"AL3",0,"AL3",0,"MYB121",0,"NAC061",0,"NAC061",0,"NAC061",0,"NAC061",0,"HDT1",0,"AL3",0,"ORS1",0,"DOF6",0,"MYB121",0,"HDT1",0,"AT3G45260",0,"bZIP42",0,"AT3G45260",0,"NAC061",0,"DOF6",0,"AT3G46070",0,"DOF6",0,"DPBF2",0,"DOF6",0,"AT3G45260",0
"ORS1","ORS1",0,"AL3",0,"AL3",0,"HDT1",0,"DOF6",0,"HDT1",0,"NAC061",0,"NAC061",0,"MYB48",0,"AT3G45260",0,"DPBF2",0,"AT3G45260",0,"AT3G45260",0,"DOF6",0,"AT3G45260",0,"HDT1",0,"MYB121",0,"DOF6",0,"AL3",0,"AL3",0,"AT3G43240",0,"AL3",0,"MYB48",0,"HDT1",0,"MYB121",0,"AL3",0,"AL3",0,"AT3G45260",0,"AT3G43240",0,"AT3G43240",0,"AGL79",0,"DPBF2",0,"DPBF2",0,"DPBF2",0,"DPBF2",0,"AT3G45260",0,"AT3G43240",0,"MYB121",0,"AT3G46070",0,"AGL79",0,"AT3G45260",0,"DOF6",0,"AL3",0,"DOF6",0,"DPBF2",0,"AT3G46070",0,"MYB48",0,"AT3G46070",0,"HDT1",0,"AT3G46070",0,"DOF6",0
"MYB121","MYB121",0,"AT3G43240",0,"AT3G43240",0,"AT3G45260",0,"AT3G46070",0,"AT3G45260",0,"DPBF2",0,"DPBF2",0,"AT3G46600",0,"DOF6",0,"HDT1",0,"DOF6",0,"DOF6",0,"AT3G46070",0,"DOF6",0,"AT3G45260",0,"AGL79",0,"AT3G46070",0,"AT3G43240",0,"AT3G43240",0,"NAC061",0,"AT3G43240",0,"AT3G46600",0,"AT3G45260",0,"AGL79",0,"AT3G43240",0,"AT3G43240",0,"DOF6",0,"NAC061",0,"NAC061",0,"bZIP42",0,"HDT1",0,"HDT1",0,"HDT1",0,"HDT1",0,"DOF6",0,"NAC061",0,"AGL79",0,"MYB48",0,"bZIP42",0,"DOF6",0,"AT3G46070",0,"AT3G43240",0,"AT3G46070",0,"HDT1",0,"MYB48",0,"AT3G46600",0,"MYB48",0,"AT3G45260",0,"MYB48",0,"AT3G46070",0
"AGL79","AGL79",0,"NAC061",0,"NAC061",0,"DOF6",0,"MYB48",0,"DOF6",0,"HDT1",0,"HDT1",0,"PCL1",0,"AT3G46070",0,"AT3G45260",0,"AT3G46070",0,"AT3G46070",0,"MYB48",0,"AT3G46070",0,"DOF6",0,"bZIP42",0,"MYB48",0,"NAC061",0,"NAC061",0,"DPBF2",0,"NAC061",0,"PCL1",0,"DOF6",0,"bZIP42",0,"NAC061",0,"NAC061",0,"AT3G46070",0,"DPBF2",0,"DPBF2",0,"AL3",0,"AT3G45260",0,"AT3G45260",0,"AT3G45260",0,"AT3G45260",0,"AT3G46070",0,"DPBF2",0,"bZIP42",0,"AT3G46600",0,"AL3",0,"AT3G46070",0,"MYB48",0,"NAC061",0,"MYB48",0,"AT3G45260",0,"AT3G46600",0,"PCL1",0,"AT3G46600",0,"DOF6",0,"AT3G46600",0,"MYB48",0
